# R1,R2,R3,ETriat
9.000000,5.923349,3.389865,0.036993
9.000000,5.962390,3.372938,0.037321
9.000000,6.001594,3.356671,0.037592
9.000000,6.040957,3.341072,0.037807
9.000000,6.080477,3.326153,0.037961
9.000000,6.100295,3.318950,0.038018
9.000000,6.120150,3.311921,0.038058
2.000000,4.961385,3.675375,0.354617
2.000000,5.553927,4.265730,0.223447
2.000000,6.147916,4.858449,0.101429
2.000000,6.742969,5.452761,0.050485
2.000000,7.239471,5.948893,0.033138
2.000000,7.736423,6.445623,0.025557
2.000000,8.233744,6.942823,0.022338
2.000000,8.731371,7.440397,0.021091
2.000000,9.727356,8.436407,0.020748
2.000000,10.724090,9.433262,0.020986
2.000000,11.721380,10.430720,0.021212
1.800000,3.698383,2.546830,0.172975
1.800000,4.091026,2.935845,0.342962
1.800000,4.484969,3.327466,0.544073
1.800000,4.879898,3.720870,0.551397
1.800000,5.473673,4.313252,0.257051
1.800000,6.068672,4.907485,0.111391
1.800000,6.664568,5.502970,0.055146
1.800000,7.161672,5.999894,0.036321
1.800000,7.659152,6.497291,0.028098
1.800000,8.156941,6.995058,0.024577
1.800000,8.654985,7.493123,0.023196
1.800000,9.651679,8.489935,0.022781
1.800000,10.648990,9.487419,0.023006
1.800000,11.646770,10.485380,0.023239
2.400000,1.429232,0.990919,5.157072
2.400000,1.579560,0.903964,5.055687
2.400000,3.188378,1.712955,-0.501830
2.400000,3.379062,1.889297,-0.700001
2.400000,3.956637,2.440314,-0.791303
2.400000,4.931177,3.395774,-0.249833
2.400000,5.421925,3.881926,0.018740
2.400000,5.914223,4.371204,0.100213
2.400000,6.407714,4.862664,0.066461
2.400000,6.902142,5.355705,0.037254
2.400000,7.199168,5.652116,0.026910
2.400000,7.694724,6.146909,0.017408
2.400000,7.893104,6.345055,0.015302
2.400000,8.389389,6.840891,0.012347
2.400000,8.886091,7.337293,0.011213
2.400000,9.880493,8.331387,0.010962
1.800000,2.726149,1.598197,0.905610
1.800000,2.919095,1.783439,0.568671
1.800000,3.161511,2.018956,0.290368
1.800000,3.307503,2.161828,0.199246
1.800000,3.453838,2.305605,0.155635
1.800000,3.600475,2.450129,0.154351
1.800000,3.796400,2.643777,0.203357
1.800000,3.992728,2.838305,0.290068
3.800000,4.310525,2.068399,-1.239598
3.800000,4.497418,2.224273,-1.247462
3.800000,4.685395,2.386735,-1.236990
3.800000,4.874328,2.554528,-1.210387
3.800000,5.159292,2.814122,-1.153409
3.800000,5.445872,3.081064,-1.078446
4.000000,4.498198,2.145420,-1.076250
4.000000,4.591373,2.221603,-1.079417
4.000000,4.778551,2.379265,-1.074161
4.000000,4.966729,2.542889,-1.054618
4.000000,5.155796,2.711396,-1.026631
4.000000,5.345660,2.883929,-0.992259
4.500000,3.324294,1.596534,0.374763
4.500000,3.534440,1.594988,0.106741
4.500000,3.619918,1.605309,0.006159
4.500000,5.200307,2.528339,-0.561223
4.500000,5.293839,2.606823,-0.556317
4.500000,5.434568,2.727190,-0.547319
4.500000,5.575781,2.850370,-0.536143
5.000000,5.437186,2.534796,-0.241488
5.000000,5.529841,2.607404,-0.241264
5.000000,5.576264,2.644379,-0.240990
5.000000,5.622748,2.681776,-0.240629
5.200000,3.294172,2.022159,0.472690
5.200000,3.448415,1.947338,0.374243
5.200000,3.607154,1.890799,0.291022
5.200000,3.728815,1.861416,0.237733
5.200000,3.935931,1.838781,0.154930
5.200000,4.147776,1.849962,0.061440
5.200000,5.625078,2.613347,-0.166834
5.200000,5.671332,2.649119,-0.167086
5.200000,5.717648,2.685346,-0.167286
5.200000,5.810465,2.759091,-0.167472
5.200000,5.950126,2.872687,-0.166793
5.200000,6.090279,2.989494,-0.164428
5.200000,6.277857,3.149615,-0.158928
6.500000,3.986535,2.605472,0.185621
6.500000,4.136720,2.517385,0.176094
6.500000,4.290973,2.442535,0.166208
6.500000,4.409075,2.395837,0.158851
6.500000,4.610037,2.337406,0.142966
6.500000,4.815592,2.304756,0.113878
6.500000,5.025179,2.298985,0.056900
6.500000,5.110031,2.304280,0.048593
6.500000,5.238312,2.320294,0.040313
6.500000,5.324463,2.336266,0.035623
6.500000,6.985152,3.231337,0.002035
6.500000,7.123893,3.338502,0.000806
6.500000,7.216637,3.411740,-0.000192
6.500000,7.356109,3.524065,-0.001854
7.500000,4.594159,3.009947,0.055539
7.500000,4.706128,2.941913,0.057808
7.500000,4.820164,2.880090,0.059078
7.500000,4.936124,2.824887,0.059455
7.500000,5.133311,2.748655,0.058072
7.500000,5.213455,2.723995,0.056761
7.500000,5.334928,2.693551,0.053943
7.500000,5.499083,2.665578,0.049069
7.500000,5.582037,2.657133,0.046565
7.500000,5.707493,2.651494,0.043276
7.500000,5.834108,2.654334,0.040629
7.500000,5.919125,2.660928,0.039275
7.500000,6.047511,2.677799,0.037260
7.500000,6.176870,2.702901,0.035607
7.500000,6.263621,2.724100,0.034582
7.500000,6.394474,2.762388,0.033113
7.500000,7.695492,3.461424,0.023033
7.500000,7.833066,3.559708,0.021009
2.000000,2.625317,1.398603,0.928984
2.000000,2.815885,1.574414,0.474433
2.000000,3.007679,1.755412,0.135377
2.000000,3.200477,1.940145,-0.089172
2.000000,3.394109,2.127640,-0.208303
2.000000,3.588439,2.317228,-0.243647
2.000000,3.783360,2.508433,-0.212433
2.000000,4.027712,2.749200,-0.111324
2.000000,4.272718,2.991482,0.029911
2.000000,4.518271,3.234939,0.182311
2.000000,4.764286,3.479323,0.300369
3.200000,3.193315,1.415464,-0.558329
3.200000,3.376438,1.543970,-0.893865
3.200000,3.561377,1.686461,-1.114450
3.200000,3.747864,1.839689,-1.245075
3.200000,3.935677,2.001190,-1.312088
3.200000,4.124637,2.169117,-1.330635
3.200000,4.314592,2.342087,-1.317228
3.200000,4.553246,2.563836,-1.264416
3.200000,4.793056,2.790365,-1.187291
3.200000,5.033859,3.020599,-1.091862
3.200000,5.275516,3.253752,-0.982589
4.000000,5.554838,2.784920,-0.935800
4.000000,5.747698,2.963889,-0.892848
4.000000,5.989431,3.191114,-0.834168
4.000000,6.231816,3.421518,-0.774640
4.000000,6.718261,3.889592,-0.665353
4.000000,7.206562,4.364754,-0.587747
4.000000,7.696366,4.844917,-0.548898
4.000000,8.679462,5.815282,-0.527072
4.000000,9.172380,6.303940,-0.524666
4.000000,9.666026,6.794248,-0.523594
4.000000,10.655100,7.778566,-0.522569
4.500000,5.793164,2.720189,-0.503987
4.500000,5.984817,2.891694,-0.483154
4.500000,6.225121,3.110864,-0.453398
4.500000,6.466160,3.334375,-0.422128
4.500000,6.950138,3.791335,-0.365256
4.500000,7.436236,4.257979,-0.322868
4.500000,7.924065,4.731443,-0.300721
4.500000,8.903774,5.692001,-0.288336
4.500000,9.395232,6.176976,-0.287010
4.500000,9.887546,6.664173,-0.286397
4.500000,10.874280,7.643528,-0.285713
5.000000,6.034093,2.673867,-0.225794
5.000000,6.224551,2.836483,-0.218225
5.000000,6.463434,3.046018,-0.206571
5.000000,6.703127,3.261260,-0.193040
5.000000,7.184622,3.704861,-0.169308
5.000000,7.668486,4.161271,-0.150082
5.000000,8.154297,4.626701,-0.138890
5.000000,9.130516,5.575547,-0.132810
5.000000,9.620457,6.056146,-0.132259
5.000000,10.111380,6.539655,-0.131989
5.000000,11.095670,7.513152,-0.131578
2.000000,4.833013,3.397124,0.229780
2.000000,5.327548,3.889283,0.309872
2.000000,5.823016,4.383217,0.180590
2.000000,6.319199,4.878388,0.094014
2.000000,6.815939,5.374453,0.052469
2.000000,7.114202,5.672423,0.039496
2.000000,7.611611,6.169478,0.028079
2.000000,7.810668,6.368429,0.025604
2.000000,8.308507,6.866073,0.022171
2.000000,8.806590,7.364036,0.020891
2.000000,9.803343,8.360692,0.020606
2.400000,5.010790,3.294387,-0.298954
2.400000,5.503428,3.782364,-0.024201
2.400000,5.997285,4.273121,0.080993
2.400000,6.492082,4.765800,0.061487
2.400000,6.987620,5.259861,0.035709
2.400000,7.285235,5.556807,0.025998
2.400000,7.781668,6.052388,0.016899
2.400000,7.980366,6.250817,0.014868
2.400000,8.477378,6.747296,0.012037
2.400000,8.974722,7.244259,0.010994
2.400000,9.970208,8.239288,0.010853
2.800000,5.191418,3.199012,-0.703725
2.800000,5.682031,3.681600,-0.426382
2.800000,6.174150,4.168295,-0.201702
2.800000,6.667442,4.657809,-0.052497
2.800000,7.161664,5.149338,0.010635
2.800000,7.458567,5.444996,0.016483
2.800000,7.953922,5.938728,0.014431
2.800000,8.152223,6.136504,0.013150
2.800000,8.648317,6.631530,0.010925
2.800000,9.144837,7.127250,0.009972
2.800000,10.138900,8.120264,0.009856
3.200000,5.374609,3.111674,-0.959800
3.200000,5.863107,3.587510,-0.737258
3.200000,6.353395,4.069146,-0.546631
3.200000,6.845088,4.554741,-0.426025
3.200000,7.337904,5.043152,-0.373064
3.200000,7.634042,5.337229,-0.360149
3.200000,8.128235,5.828698,-0.351702
3.200000,8.326106,6.025679,-0.350357
3.200000,8.821204,6.518936,-0.348810
3.200000,9.316826,7.013148,-0.348216
3.200000,10.309340,8.003729,-0.347492
3.800000,5.653656,2.997257,-1.013747
3.800000,6.138881,3.460071,-0.870215
3.800000,6.626303,3.932000,-0.739076
3.800000,7.115470,4.410121,-0.647815
3.800000,7.606046,4.892617,-0.602859
3.800000,7.900959,5.183708,-0.590075
3.800000,8.393282,5.670923,-0.580053
3.800000,8.590460,5.866411,-0.578086
3.800000,9.083944,6.356360,-0.575426
3.800000,9.578103,6.847763,-0.574259
3.800000,10.568070,7.833832,-0.573163
4.000000,5.747698,2.963889,-0.892848
4.000000,6.231816,3.421518,-0.774640
4.000000,6.718261,3.889592,-0.665353
4.000000,7.206562,4.364754,-0.587747
4.000000,7.696366,4.844917,-0.548898
4.000000,7.990854,5.134833,-0.537710
4.000000,8.482526,5.620378,-0.528834
4.000000,8.679462,5.815282,-0.527072
4.000000,9.172380,6.303940,-0.524666
4.000000,9.666026,6.794248,-0.523594
4.000000,10.655100,7.778566,-0.522569
4.500000,5.984817,2.891694,-0.483154
4.500000,6.466160,3.334375,-0.422128
4.500000,6.950138,3.791335,-0.365256
4.500000,7.436236,4.257979,-0.322868
4.500000,7.924065,4.731443,-0.300721
4.500000,8.217464,5.017992,-0.294318
4.500000,8.707463,5.498764,-0.289311
4.500000,8.903774,5.692001,-0.288336
4.500000,9.395232,6.176976,-0.287010
4.500000,9.887546,6.664173,-0.286397
4.500000,10.874280,7.643528,-0.285713
5.200000,6.321110,2.819388,-0.155502
5.200000,6.798587,3.236161,-0.138917
5.200000,7.279090,3.673762,-0.123232
5.200000,7.762055,4.125568,-0.110100
5.200000,8.247051,4.587385,-0.101918
5.200000,8.538880,4.868098,-0.099558
5.200000,9.026451,5.340614,-0.097902
5.200000,9.221853,5.530974,-0.097633
5.200000,9.711175,6.009615,-0.097311
5.200000,10.201530,6.491476,-0.097146
5.200000,11.184810,7.462361,-0.096819
6.000000,6.710740,2.780749,-0.027999
6.000000,7.183891,3.160820,-0.027535
6.000000,7.660454,3.570574,-0.027459
6.000000,8.139828,4.000902,-0.028027
6.000000,8.621546,4.445834,-0.027343
6.000000,8.911544,4.718089,-0.027327
6.000000,9.396269,5.178666,-0.027763
6.000000,9.590598,5.364874,-0.027956
6.000000,10.077390,5.834389,-0.028291
6.000000,10.565420,6.308590,-0.028403
6.000000,11.544550,7.267375,-0.028278
6.500000,7.663906,3.325900,0.007226
6.500000,7.901388,3.524235,-0.001462
6.500000,8.378536,3.938587,-0.005563
6.500000,8.858206,4.370892,-0.007250
6.500000,9.147053,4.636814,-0.008046
6.500000,9.629981,5.088446,-0.009315
6.500000,9.823630,5.271544,-0.009720
6.500000,10.308810,5.734231,-0.010372
6.500000,10.795350,6.202713,-0.010582
6.500000,11.771810,7.152490,-0.010445
6.500000,12.751920,8.114345,-0.010065
6.500000,13.734890,9.084440,-0.009648
7.500000,8.153252,3.299924,0.026308
7.500000,8.388426,3.475937,0.022474
7.500000,8.861208,3.852585,0.016307
7.500000,9.336826,4.254724,0.012323
7.500000,9.623384,4.505424,0.010449
7.500000,10.102710,4.935495,0.008116
7.500000,10.295000,5.111088,0.007402
7.500000,10.776930,5.557292,0.006043
7.500000,11.260440,6.011969,0.005456
7.500000,12.231450,6.940051,0.005750
7.500000,13.206770,7.885738,0.006406
7.500000,14.185540,8.843382,0.006927
9.000000,8.208596,3.057608,0.033168
9.000000,8.667031,3.257498,0.030797
9.000000,9.129831,3.517616,0.026869
9.000000,9.596364,3.825696,0.021905
9.000000,10.066110,4.171124,0.018429
9.000000,10.349320,4.392684,0.016891
9.000000,10.823350,4.781004,0.014647
9.000000,11.013600,4.941956,0.013856
9.000000,11.490680,5.355862,0.012247
9.000000,11.969630,5.783388,0.011209
9.000000,12.932320,6.668751,0.010775
2.400000,1.443010,0.973657,5.154420
2.400000,1.604419,0.865634,5.039989
2.400000,3.255931,1.600361,-0.716157
2.400000,3.448619,1.778333,-0.874931
2.400000,4.030957,2.333755,-0.885318
2.400000,5.010790,3.294387,-0.298954
2.400000,5.503428,3.782364,-0.024201
2.400000,5.997285,4.273121,0.080993
2.400000,6.492082,4.765800,0.061487
2.400000,6.987620,5.259861,0.035709
2.400000,7.285235,5.556807,0.025998
2.400000,7.781668,6.052388,0.016899
2.400000,7.980366,6.250817,0.014868
2.400000,8.477378,6.747296,0.012037
2.400000,8.974722,7.244259,0.010994
2.400000,9.970208,8.239288,0.010853
1.800000,2.780055,1.516534,0.520975
1.800000,2.974494,1.703192,0.223578
1.800000,3.218502,1.940256,-0.002263
1.800000,3.365329,2.083947,-0.064959
1.800000,3.512424,2.228469,-0.082078
1.800000,3.659755,2.373671,-0.061758
1.800000,3.856516,2.568131,0.013011
1.800000,4.053594,2.763383,0.122394
3.800000,4.407556,1.885034,-1.245123
3.800000,4.597321,2.041756,-1.239230
3.800000,4.787920,2.205489,-1.216212
3.800000,4.979256,2.374784,-1.183004
3.800000,5.267467,2.636801,-1.116113
3.800000,5.556926,2.906173,-1.040990
4.000000,4.599698,1.952304,-1.076402
4.000000,4.694371,2.028773,-1.072888
4.000000,4.884355,2.187413,-1.055467
4.000000,5.075108,2.352368,-1.029607
4.000000,5.266548,2.522398,-0.994882
4.000000,5.458601,2.696544,-0.955932
4.500000,3.390598,1.472203,0.349868
4.500000,3.609744,1.443247,0.076351
4.500000,3.698498,1.443674,-0.027013
4.500000,5.316725,2.311551,-0.549975
4.500000,5.411673,2.390502,-0.542662
4.500000,5.554427,2.511742,-0.528974
4.500000,5.697553,2.635943,-0.513980
5.000000,5.560881,2.293334,-0.242601
5.000000,5.655155,2.365886,-0.240735
5.000000,5.702365,2.402902,-0.239352
5.000000,5.749622,2.440380,-0.237695
5.200000,3.339414,1.957535,0.454379
5.200000,3.503916,1.860499,0.357866
5.200000,3.671944,1.780723,0.277659
5.200000,3.799997,1.733669,0.225823
5.200000,4.016797,1.682261,0.133648
5.200000,4.237255,1.667153,0.032227
5.200000,5.753191,2.362287,-0.169505
5.200000,5.800271,2.397974,-0.168764
5.200000,5.847399,2.434165,-0.167779
5.200000,5.941797,2.507970,-0.165287
5.200000,6.083729,2.621937,-0.161266
5.200000,6.226039,2.739378,-0.157763
5.200000,6.416331,2.900639,-0.152933
2.000000,2.681251,1.304504,0.547093
2.000000,2.873849,1.481945,0.136138
2.000000,3.067394,1.664509,-0.161719
2.000000,3.261719,1.850680,-0.342724
2.000000,3.456691,2.039472,-0.425475
2.000000,3.652206,2.230219,-0.428257
2.000000,3.848183,2.422458,-0.373163
2.000000,4.093701,2.664365,-0.246730
2.000000,4.339731,2.907641,-0.086638
2.000000,4.586190,3.151970,0.085773
2.000000,4.833013,3.397124,0.229781
2.800000,3.068933,1.250388,-0.413371
2.800000,3.257639,1.397022,-0.796289
2.800000,3.447618,1.555593,-1.037158
2.800000,3.638672,1.722809,-1.170860
2.800000,3.830639,1.896384,-1.225450
2.800000,4.023388,2.074722,-1.223429
2.800000,4.216813,2.256695,-1.182266
2.800000,4.459410,2.488056,-1.092928
2.800000,4.702783,2.722715,-0.976494
2.800000,4.946817,2.959886,-0.845464
2.800000,5.191418,3.199012,-0.703725
3.200000,3.266828,1.263552,-0.693062
3.200000,3.453695,1.389838,-1.006909
3.200000,3.641957,1.531906,-1.199023
3.200000,3.831409,1.685771,-1.305237
3.200000,4.021882,1.848488,-1.348146
3.200000,4.213238,2.017919,-1.349274
3.200000,4.405362,2.192506,-1.319180
3.200000,4.646452,2.416286,-1.254508
3.200000,4.888437,2.644768,-1.166782
3.200000,5.131191,2.876831,-1.068324
3.200000,5.374609,3.111674,-0.959800
1.800000,2.586464,1.333750,0.908456
1.800000,2.780055,1.516534,0.520175
1.800000,2.974494,1.703192,0.223578
1.800000,3.169626,1.892577,0.030648
1.800000,3.365329,2.083947,-0.064959
1.800000,3.561509,2.276800,-0.079255
1.800000,3.758093,2.470791,-0.030032
1.800000,4.004298,2.714505,0.092708
1.800000,4.250945,2.959269,0.252505
1.800000,4.497964,3.204841,0.419747
1.800000,4.745294,3.451049,0.520508
1.800000,5.042438,3.747161,0.518000
1.800000,5.339901,4.043847,0.367445
1.800000,5.637634,4.340988,0.242026
1.800000,6.134345,4.837007,0.120281
1.800000,6.631551,5.333770,0.064828
1.800000,7.228707,5.930604,0.037340
1.800000,7.726673,6.428416,0.028248
1.800000,8.224886,6.926543,0.024408
1.800000,8.723304,7.424921,0.022958
1.800000,9.720627,8.422256,0.022590
4.000000,5.685448,2.549057,-0.853646
4.000000,5.880595,2.731361,-0.808524
4.000000,6.124968,2.962454,-0.753833
4.000000,6.369778,3.196395,-0.698820
4.000000,6.860520,3.670633,-0.604535
4.000000,7.352511,4.150922,-0.544942
4.000000,7.845514,4.635381,-0.523043
4.000000,8.833880,5.612484,-0.520695
4.000000,9.328993,6.103817,-0.521823
4.000000,9.824601,6.596453,-0.522416
4.000000,10.817030,7.584616,-0.522486
4.500000,5.934000,2.446237,-0.445361
4.500000,6.128341,2.621460,-0.420003
4.500000,6.371760,2.845086,-0.392222
4.500000,6.615669,3.072781,-0.365084
4.500000,7.104758,3.537219,-0.318780
4.500000,7.595268,4.010218,-0.292108
4.500000,8.086940,4.489073,-0.282541
4.500000,9.073016,5.458172,-0.283650
4.500000,9.567138,5.946560,-0.284868
4.500000,10.061840,6.436731,-0.285492
4.500000,11.052680,7.421009,-0.285659
5.000000,6.184287,2.361556,-0.198163
5.000000,6.377832,2.527895,-0.185635
5.000000,6.620303,2.742149,-0.172315
5.000000,6.863314,2.962011,-0.161430
5.000000,7.350743,3.414201,-0.141211
5.000000,7.839756,3.878147,-0.131794
5.000000,8.330073,4.350090,-0.128067
5.000000,9.313796,5.309407,-0.129709
5.000000,9.806893,5.794227,-0.130784
5.000000,10.300650,6.281427,-0.131350
5.000000,11.289830,7.261049,-0.131548
3.200000,4.509372,2.003122,-1.318786
3.200000,4.899974,2.369963,-1.176462
3.200000,5.291981,2.746080,-1.003950
3.200000,5.685101,3.128128,-0.825245
3.200000,6.276411,3.708305,-0.575830
3.200000,6.869229,4.293934,-0.407034
3.200000,7.463195,4.883053,-0.347606
3.200000,7.958858,5.375825,-0.341820
3.200000,8.455031,5.869820,-0.344031
3.200000,8.951631,6.364752,-0.346116
3.200000,9.448589,6.860419,-0.347162
3.200000,10.443380,7.853402,-0.347430
3.800000,6.271959,3.249113,-0.794302
3.800000,6.763357,3.726662,-0.677643
3.800000,7.255932,4.209429,-0.603062
3.800000,7.749457,4.695803,-0.575242
3.800000,8.045956,4.988921,-0.571112
3.800000,8.540665,5.479107,-0.570804
3.800000,8.738717,5.675660,-0.571297
3.800000,9.234214,6.168014,-0.572426
3.800000,9.730172,6.661507,-0.573030
3.800000,10.723210,7.651028,-0.573075
4.500000,6.323035,2.800004,-0.397578
4.500000,7.104758,3.537219,-0.318780
4.500000,8.086940,4.489073,-0.282541
4.500000,9.073016,5.458172,-0.283650
4.500000,10.061840,6.436731,-0.285492
4.500000,11.052680,7.421009,-0.285659
5.200000,6.671701,2.662853,-0.123972
5.200000,7.449588,3.368164,-0.100776
5.200000,8.427770,4.296708,-0.093220
5.200000,9.410540,5.251560,-0.094995
5.200000,10.396600,6.220616,-0.096585
5.200000,11.385090,7.198141,-0.096795
6.000000,7.073732,2.547562,-0.022305
6.000000,7.847299,3.204049,-0.017945
6.000000,8.820892,4.097041,-0.022905
6.000000,9.799804,5.030464,-0.026253
6.000000,10.782590,5.985431,-0.028016
6.000000,11.768270,6.953072,-0.028263
9.000000,8.606191,2.581710,0.037518
9.000000,9.364836,2.940920,0.032182
9.000000,10.321930,3.595656,0.025373
9.000000,11.286460,4.382747,0.016979
9.000000,12.256680,5.242919,0.012659
9.000000,13.231340,6.145562,0.010789
6.500000,7.856050,2.916524,0.006774
6.500000,8.097589,3.119332,0.004653
6.500000,8.582121,3.543087,0.001846
6.500000,9.068332,3.984558,-0.003250
6.500000,9.360756,4.255660,-0.005032
6.500000,9.849142,4.715282,-0.007266
6.500000,10.044820,4.901344,-0.008041
6.500000,10.534710,5.370886,-0.009496
6.500000,11.025520,5.845481,-0.010234
6.500000,12.009400,6.805595,-0.010457
6.500000,12.995750,7.775770,-0.010179
6.500000,13.984030,8.752660,-0.009757
7.500000,8.361601,2.817951,0.027300
7.500000,8.601606,2.996380,0.024815
7.500000,9.083234,3.380559,0.022985
7.500000,9.566748,3.791842,0.017070
7.500000,9.857645,4.048209,0.014207
7.500000,10.343630,4.487526,0.011007
7.500000,10.538390,4.666674,0.009783
7.500000,11.026110,5.121302,0.007593
7.500000,11.514890,5.583692,0.006148
7.500000,12.495110,6.525136,0.005605
7.500000,13.478230,7.481789,0.006216
7.500000,14.463670,8.448488,0.006777
1.400000,2.548756,1.428707,1.023108
1.400000,2.647290,1.525341,0.892873
1.400000,2.844665,1.719765,0.651190
1.400000,3.042383,1.915337,0.469659
1.400000,3.438610,2.308758,0.333778
1.400000,3.835621,2.704111,0.451623
1.400000,4.233195,3.100656,0.717929
1.400000,4.631187,3.497987,1.059151
1.400000,5.129115,3.995401,1.485057
1.400000,5.627412,4.493388,1.823476
1.400000,6.125985,4.991778,0.176395
1.400000,6.624774,5.490461,0.127018
1.400000,7.123733,5.989364,0.105793
1.400000,7.622828,6.488435,0.096630
1.400000,9.620148,8.485814,0.091978
1.500000,2.548129,1.352625,0.830046
1.500000,2.597270,1.400390,0.764644
1.500000,2.695647,1.496358,0.638121
1.500000,2.892734,1.689698,0.419859
1.500000,3.090196,1.884428,0.275687
1.500000,3.485989,2.276631,0.145558
1.500000,3.882643,2.671148,0.309503
1.500000,4.279921,3.067086,0.610400
1.500000,4.677662,3.463957,0.962657
1.500000,5.175329,3.960931,1.252763
1.500000,5.673405,4.458582,0.276240
1.500000,6.171793,4.956706,0.151188
1.500000,6.670422,5.455173,0.096736
1.500000,7.169243,5.953897,0.072916
1.500000,7.668216,6.452818,0.062524
1.500000,9.665172,8.449779,0.056675
1.600000,2.596932,1.325698,0.603991
1.600000,2.645990,1.373040,0.531964
1.600000,2.744208,1.468253,0.398121
1.600000,2.941004,1.660369,0.178222
1.600000,3.138206,1.854153,0.041147
1.600000,3.533552,2.244993,-0.047203
1.600000,3.929841,2.638581,0.142730
1.600000,4.326812,3.033846,0.454470
1.600000,4.724294,3.430210,0.777711
1.600000,5.221688,3.926701,0.537919
1.600000,5.719537,4.423983,0.260111
1.600000,6.217730,4.921815,0.132865
1.600000,6.716192,5.420047,0.076758
1.600000,7.214867,5.918577,0.052089
1.600000,7.713714,6.417335,0.041327
1.600000,9.710286,8.413844,0.035066
1.700000,2.645932,1.299852,0.405248
1.700000,2.694906,1.346717,0.326944
1.700000,2.792964,1.441078,0.185595
1.700000,2.989465,1.631818,-0.036884
1.700000,3.186402,1.824542,-0.174701
1.700000,3.581294,2.213865,-0.229685
1.700000,3.977207,2.606424,-0.025870
1.700000,4.373864,3.000949,0.286732
1.700000,4.771079,3.396754,0.588789
1.700000,5.268190,3.892717,0.499313
1.700000,5.765801,4.389596,0.246368
1.700000,6.263793,4.887112,0.122584
1.700000,6.762081,5.385088,0.067180
1.700000,7.260604,5.883407,0.042728
1.700000,7.759318,6.381989,0.032081
1.700000,9.755489,8.378008,0.025836
2.000000,5.110698,3.495657,0.217807
2.000000,5.706561,4.089448,0.233215
2.000000,6.303209,4.684821,0.111909
2.000000,6.900438,5.281241,0.054357
2.000000,7.398472,5.778825,0.034243
2.000000,7.896754,6.276792,0.025440
2.000000,8.395240,6.775059,0.021821
2.000000,8.893897,7.273563,0.020558
2.000000,9.891616,8.271114,0.020396
2.000000,10.889750,9.269193,0.020686
2.000000,11.888210,10.267650,0.020962
1.800000,3.826855,2.378624,-0.313308
1.800000,4.222817,2.771323,-0.039031
1.800000,4.619475,3.165851,0.284472
1.800000,5.016663,3.561599,0.492793
1.800000,5.613195,4.156748,0.304045
1.800000,6.210394,4.753117,0.131381
1.800000,6.808087,5.350298,0.061933
1.800000,7.306452,5.848390,0.038476
1.800000,7.805027,6.346782,0.028272
1.800000,8.303773,6.845408,0.024057
1.800000,8.802662,7.344221,0.022567
1.800000,9.800779,8.342274,0.022300
1.800000,10.799240,9.340743,0.022556
1.800000,11.797970,10.339510,0.022862
2.400000,3.528357,1.638817,-1.118540
2.400000,4.116312,2.202380,-1.022559
2.400000,5.102474,3.171499,-0.370343
2.400000,5.597396,3.662290,-0.082764
2.400000,6.093147,4.155278,0.047670
2.400000,6.589541,4.649763,0.049642
2.400000,7.086442,5.145314,0.031246
2.400000,7.384783,5.443036,0.023309
2.400000,7.882298,5.939748,0.015562
2.400000,8.081390,6.138582,0.013812
2.400000,8.579305,6.635974,0.011410
2.400000,9.077449,7.133731,0.010609
2.400000,10.074290,8.130070,0.010694
1.800000,2.841903,1.414887,-0.017232
1.800000,3.038107,1.604087,-0.251870
1.800000,3.284006,1.843796,-0.404078
1.800000,3.431830,1.988837,-0.429520
1.800000,3.579835,2.134565,-0.411721
1.800000,3.727999,2.280846,-0.361720
1.800000,3.925769,2.476580,-0.254438
1.800000,4.123753,2.672945,-0.115364
3.800000,4.518575,1.644427,-1.228606
3.800000,4.711659,1.804620,-1.201882
3.800000,4.905298,1.972096,-1.164160
3.800000,5.099428,2.145151,-1.116821
3.800000,5.391427,2.412559,-1.039957
3.800000,5.684260,2.686858,-0.956843
4.000000,4.715821,1.698375,-1.049153
4.000000,4.812225,1.776456,-1.035939
4.000000,5.005455,1.938670,-1.003956
4.000000,5.199197,2.107388,-0.964023
4.000000,5.393396,2.281168,-0.921752
4.000000,5.588004,2.458936,-0.876983
4.500000,3.696007,1.242133,0.061005
4.500000,3.788479,1.227551,-0.045106
4.500000,5.449941,2.028335,-0.506853
4.500000,5.546526,2.109059,-0.494287
4.500000,5.691626,2.233072,-0.476032
4.500000,5.836973,2.360104,-0.458073
5.000000,5.702373,1.973244,-0.227273
5.000000,5.798511,2.047032,-0.221345
5.000000,5.846628,2.084746,-0.218175
5.000000,5.894777,2.122968,-0.215035
5.200000,3.391645,1.879006,0.433734
5.200000,3.567835,1.753310,0.338157
5.200000,3.746417,1.642417,0.260421
5.200000,3.881724,1.570863,0.211312
5.200000,4.109504,1.477973,0.109507
5.200000,4.339730,1.423446,0.008138
5.200000,5.899732,2.029049,-0.158441
5.200000,5.947763,2.065285,-0.156126
5.200000,5.995826,2.102085,-0.153781
5.200000,6.092046,2.177264,-0.149381
5.200000,6.236599,2.293590,-0.143617
5.200000,6.381404,2.413634,-0.137287
5.200000,6.574839,2.578578,-0.127894
6.500000,4.087428,2.467874,0.187315
6.500000,4.261433,2.332316,0.177671
6.500000,4.437628,2.206579,0.163142
6.500000,4.571061,2.119779,0.135214
6.500000,4.795625,1.991878,0.106295
6.500000,5.022594,1.888570,0.086494
6.500000,5.251654,1.814061,0.075920
