R1,R2,R3,ETriat,EDiat,E
2.000000,4.388778,3.384264,0.295248,-7.515390,-7.220142
2.000000,4.633371,3.627671,0.381362,-7.215574,-6.834212
3.200000,3.051467,1.662119,-0.328758,-6.349212,-6.677970
3.200000,3.227398,1.796466,-0.704940,-6.672125,-7.377065
3.200000,3.405987,1.942148,-0.974822,-6.708837,-7.683659
3.200000,3.586837,2.096805,-1.152206,-6.537159,-7.689365
3.200000,3.769622,2.258592,-1.258164,-6.227157,-7.485321
3.200000,3.954074,2.426085,-1.308460,-5.840036,-7.148496
3.200000,4.139970,2.598180,-1.315119,-5.423370,-6.738489
3.200000,4.374090,2.818484,-1.281646,-4.906493,-6.188139
3.200000,4.609878,3.043381,-1.210889,-4.436788,-5.647677
3.200000,4.847091,3.271923,-1.112453,-4.039057,-5.151510
3.200000,5.085529,3.503397,-0.998269,-3.720380,-4.718649
4.000000,5.440864,2.971488,-0.972233,-2.001110,-2.973343
4.000000,5.631771,3.148829,-0.927140,-1.671468,-2.598608
4.000000,5.871256,3.374070,-0.865329,-1.321845,-2.187174
4.000000,6.111583,3.602579,-0.801581,-1.046112,-1.847693
4.000000,6.594396,4.067190,-0.682280,-0.698408,-1.380688
4.000000,7.079595,4.539327,-0.599511,-0.536093,-1.135604
4.000000,7.566721,5.016866,-0.556625,-0.463353,-1.019978
4.000000,8.545436,5.982964,-0.529216,-0.413379,-0.942594
4.000000,9.036542,6.469877,-0.525638,-0.405285,-0.930922
4.000000,9.528572,6.958647,-0.523983,-0.401201,-0.925184
4.000000,10.514890,7.940383,-0.522552,-0.398075,-0.920627
4.500000,5.670174,2.933877,-0.527076,-1.755468,-2.282544
4.500000,5.859518,3.103818,-0.505083,-1.429813,-1.934896
4.500000,6.097154,3.320957,-0.473232,-1.076921,-1.550153
4.500000,6.335742,3.542432,-0.439940,-0.791289,-1.231229
4.500000,6.815373,3.995493,-0.375836,-0.417469,-0.793305
4.500000,7.297739,4.458599,-0.329485,-0.236539,-0.566024
4.500000,7.782331,4.928919,-0.305202,-0.154358,-0.459560
4.500000,8.756714,5.884260,-0.289714,-0.097818,-0.387532
4.500000,9.245957,6.367076,-0.287655,-0.088674,-0.376329
4.500000,9.736293,6.852356,-0.286660,-0.084062,-0.370722
4.500000,10.719640,7.828478,-0.285681,-0.080534,-0.366215
5.000000,5.902859,2.914106,-0.235526,-1.737457,-1.972983
5.000000,6.090653,3.075506,-0.227923,-1.422933,-1.650856
5.000000,6.326447,3.283238,-0.215331,-1.075190,-1.290521
5.000000,6.563292,3.496507,-0.201982,-0.786925,-0.988908
5.000000,7.039713,3.936036,-0.174910,-0.395823,-0.570733
5.000000,7.519197,4.388530,-0.153045,-0.198850,-0.351895
5.000000,8.001192,4.850363,-0.141119,-0.107613,-0.248732
5.000000,8.971098,5.793070,-0.133660,-0.044379,-0.178039
5.000000,9.458401,6.271082,-0.132676,-0.034117,-0.166793
5.000000,9.946965,6.752281,-0.132163,-0.028931,-0.161094
5.000000,10.927200,7.721848,-0.131540,-0.024954,-0.156494
3.200000,4.314592,2.342087,-1.317228,-5.970856,-7.288084
3.200000,4.697005,2.699256,-1.220332,-5.151525,-6.371857
3.200000,5.082126,3.067017,-1.070817,-4.376798,-5.447615
3.200000,5.469383,3.441977,-0.891356,-3.788139,-4.679495
3.200000,6.053377,4.013493,-0.632291,-3.280959,-3.913250
3.200000,6.640225,4.592281,-0.459107,-3.077911,-3.537018
3.200000,7.229233,5.175902,-0.383999,-3.001559,-3.385558
3.200000,7.721366,5.664867,-0.361609,-2.974474,-3.336083
3.200000,8.214450,6.155606,-0.353261,-2.961276,-3.314537
3.200000,8.708322,6.647725,-0.350055,-2.954668,-3.304723
3.200000,9.202856,7.140939,-0.348690,-2.951313,-3.300003
3.200000,10.193520,8.129855,-0.347493,-2.948721,-3.296214
3.800000,6.022954,3.630467,-0.898830,-1.366492,-2.265322
3.800000,6.507023,4.099156,-0.757856,-1.031272,-1.789128
3.800000,6.993334,4.574479,-0.661499,-0.876812,-1.538311
3.800000,7.481451,5.054566,-0.611910,-0.807838,-1.419748
3.800000,7.775045,5.344372,-0.596541,-0.785910,-1.382451
3.800000,8.265392,5.829674,-0.583361,-0.765319,-1.348680
3.800000,8.461847,6.024467,-0.580543,-0.760401,-1.340944
3.800000,8.953671,6.512833,-0.576528,-0.752702,-1.329230
3.800000,9.446354,7.002840,-0.574699,-0.748815,-1.323514
3.800000,10.433810,7.986572,-0.573153,-0.745836,-1.318989
4.500000,6.049547,3.277155,-0.479795,-1.142274,-1.622069
4.500000,6.815373,3.995493,-0.375836,-0.417469,-0.793305
4.500000,7.782331,4.928919,-0.305202,-0.154358,-0.459560
4.500000,8.756714,5.884260,-0.289714,-0.097818,-0.387532
4.500000,9.736293,6.852356,-0.286660,-0.084062,-0.370722
4.500000,10.719640,7.828478,-0.285681,-0.080534,-0.366215
5.200000,6.371930,3.231342,-0.155640,-1.148497,-1.304137
5.200000,7.130320,3.915809,-0.127721,-0.401564,-0.529285
5.200000,8.089589,4.821674,-0.103626,-0.104573,-0.208199
5.200000,9.057672,5.758778,-0.098357,-0.038688,-0.137046
5.200000,10.032020,6.714053,-0.097298,-0.022542,-0.119840
5.200000,11.010970,7.680722,-0.096782,-0.018373,-0.115155
6.000000,6.747297,3.218131,-0.029123,-1.159287,-1.188410
6.000000,7.497271,3.855990,-0.030998,-0.432504,-0.463501
6.000000,8.447656,4.723243,-0.028487,-0.110343,-0.138830
6.000000,9.408332,5.634660,-0.028529,-0.034544,-0.063073
6.000000,10.376440,6.571891,-0.028516,-0.015559,-0.044074
6.000000,11.350080,7.525299,-0.028244,-0.010574,-0.038819
9.000000,8.203598,3.530533,0.027270,-0.725168,-0.697898
9.000000,8.924326,3.943743,0.020597,-0.370253,-0.349656
9.000000,9.842476,4.605828,0.015596,-0.127835,-0.112239
9.000000,10.775210,5.373472,0.012184,-0.043799,-0.031615
9.000000,11.719040,6.207637,0.010732,-0.017694,-0.006961
9.000000,12.671480,7.084865,0.011292,-0.009796,0.001496
6.500000,7.495988,3.639106,0.010947,-0.613457,-0.602511
6.500000,7.729963,3.836212,-0.005634,-0.445302,-0.450935
6.500000,8.200751,4.247162,-0.007619,-0.227410,-0.235029
6.500000,8.674808,4.675495,-0.008669,-0.117203,-0.125872
6.500000,8.960597,4.938965,-0.009310,-0.080329,-0.089638
6.500000,9.438870,5.386579,-0.010169,-0.044857,-0.055027
6.500000,9.630798,5.568122,-0.010394,-0.036236,-0.046631
6.500000,10.111990,6.027093,-0.010668,-0.022564,-0.033232
6.500000,10.594920,6.492127,-0.010669,-0.015523,-0.026192
6.500000,11.565130,7.435822,-0.010399,-0.010002,-0.020401
6.500000,12.540020,8.392567,-0.009964,-0.008543,-0.018507
6.500000,13.518590,9.358360,-0.009571,-0.008165,-0.017736
7.500000,7.971090,3.661501,0.022044,-0.590684,-0.568639
7.500000,8.202063,3.838190,0.019234,-0.442878,-0.423644
7.500000,8.667178,4.213898,0.015506,-0.239192,-0.223686
7.500000,9.135979,4.613260,0.012714,-0.128064,-0.115350
7.500000,9.418800,4.861821,0.011003,-0.089057,-0.078054
7.500000,9.892418,5.287961,0.008974,-0.050345,-0.041371
7.500000,10.082580,5.461925,0.007876,-0.040708,-0.032831
7.500000,10.559570,5.904054,0.006735,-0.025163,-0.018428
7.500000,11.038600,6.354768,0.006179,-0.016977,-0.010798
7.500000,12.001790,7.275544,0.006478,-0.010391,-0.003913
7.500000,12.970550,8.214864,0.006873,-0.008594,-0.001721
7.500000,13.943730,9.167031,0.007177,-0.008118,-0.000941
1.400000,2.404987,1.517676,2.381094,18.419096,20.800190
1.400000,2.453554,1.565028,2.297781,18.037859,20.335640
1.400000,2.550852,1.660197,2.127535,17.530215,19.657750
1.400000,2.746032,1.852063,1.800024,17.228356,19.028380
1.400000,2.941859,2.045488,1.522726,17.474974,18.997700
1.400000,3.335000,2.435526,1.197981,18.539959,19.737940
1.400000,3.729600,2.828349,1.152921,19.623519,20.776440
1.400000,4.125240,3.222937,1.275812,20.453318,21.729130
1.400000,4.521647,3.618714,0.970279,21.002961,21.973240
1.400000,5.017959,4.114584,0.481720,21.372910,21.854630
1.400000,5.514936,4.611346,0.259510,21.534520,21.794030
1.400000,6.012415,5.108740,0.164016,21.604794,21.768810
1.400000,6.510280,5.606597,0.123125,21.637325,21.760450
1.400000,7.008449,6.104805,0.105512,21.653338,21.758850
1.400000,7.506861,6.603283,0.097814,21.661556,21.759370
1.400000,9.502180,8.598964,0.093085,21.670105,21.763190
1.500000,2.448702,1.501781,2.007475,8.883505,10.890980
1.500000,2.497111,1.548661,1.922614,8.477136,10.399750
1.500000,2.594110,1.642973,1.765730,7.924284,9.690014
1.500000,2.788745,1.833406,1.438879,7.549081,8.987960
1.500000,2.984089,2.025684,1.178613,7.742864,8.921477
1.500000,3.376414,2.414008,0.911530,8.747130,9.658660
1.500000,3.770352,2.805614,0.926967,9.811443,10.738410
1.500000,4.165445,3.199298,1.088968,10.644632,11.733600
1.500000,4.561394,3.594377,0.941241,11.204719,12.145960
1.500000,5.057227,4.089571,0.464406,11.586644,12.051050
1.500000,5.553807,4.585808,0.235151,11.754489,11.989640
1.500000,6.050950,5.082783,0.134459,11.827371,11.961830
1.500000,6.548529,5.580298,0.090581,11.860979,11.951560
1.500000,7.046450,6.078221,0.071416,11.877454,11.948870
1.500000,7.544646,6.576459,0.062996,11.885874,11.948870
1.500000,9.539318,8.571464,0.057565,11.894565,11.952130
1.600000,2.492813,1.487148,1.710783,2.201248,3.912031
1.600000,2.541063,1.533509,1.617208,1.770842,3.388050
1.600000,2.637758,1.626876,1.443180,1.173823,2.617003
1.600000,2.831838,1.815731,1.113427,0.725202,1.838629
1.600000,3.026688,2.006746,0.863912,0.865019,1.728931
1.600000,3.418174,2.393185,0.635009,1.807277,2.442286
1.600000,3.811429,2.783459,0.687263,2.852102,3.539365
1.600000,4.205956,3.176153,0.870081,3.688524,4.558605
1.600000,4.601428,3.570470,0.867637,4.258955,5.126592
1.600000,5.096762,4.064928,0.442736,4.653002,5.095738
1.600000,5.592926,4.560594,0.215865,4.827281,5.043146
1.600000,6.089718,5.057114,0.114235,4.902870,5.017105
1.600000,6.586995,5.554258,0.069579,4.937597,5.007176
1.600000,7.084656,6.051873,0.049991,4.954551,5.004542
1.600000,7.582624,6.549851,0.041393,4.963181,5.004574
1.600000,9.576615,8.544125,0.035782,4.972024,5.007806
1.700000,2.537300,1.473816,1.444033,-2.383742,-0.939709
1.700000,2.585389,1.519607,1.356235,-2.836492,-1.480257
1.700000,2.681777,1.611940,1.158725,-3.475782,-2.317057
1.700000,2.875293,1.799066,0.825105,-3.996779,-3.171674
1.700000,3.069641,1.988699,0.583174,-3.911432,-3.328258
1.700000,3.460269,2.373078,0.381155,-3.031955,-2.650800
1.700000,3.852821,2.761897,0.457392,-2.006812,-1.549420
1.700000,4.246763,3.153514,0.656693,-1.167384,-0.510691
1.700000,4.641741,3.547002,0.749096,-0.586763,0.162334
1.700000,5.136557,4.040661,0.419515,-0.180492,0.239024
1.700000,5.632289,4.535710,0.203539,0.000410,0.203950
1.700000,6.128714,5.031737,0.103945,0.078804,0.182749
1.700000,6.625677,5.528481,0.059830,0.114690,0.174519
1.700000,7.123064,6.025763,0.040437,0.132141,0.172578
1.700000,7.620794,6.523460,0.031947,0.140991,0.172938
1.700000,9.614070,8.516948,0.026417,0.149995,0.176412
1.800000,2.510405,1.394681,1.390965,-4.513739,-3.122774
1.800000,2.486534,1.372482,1.449837,-4.147240,-2.697403
1.800000,2.462686,1.350381,1.509605,-3.746443,-2.236838
1.800000,2.438862,1.328383,1.570222,-3.309152,-1.738930
1.800000,2.415060,1.306493,1.631596,-2.833022,-1.201426
1.800000,2.391284,1.284716,1.693565,-2.315538,-0.621974
1.800000,2.367532,1.263059,1.755967,-1.754086,0.001881
1.800000,2.343807,1.241527,1.818538,-1.145846,0.672692
2.000000,2.601595,1.377090,0.993066,-7.486186,-6.493120
2.000000,2.577898,1.355698,1.058834,-7.108974,-6.050140
2.000000,2.554226,1.334431,1.126252,-6.699330,-5.573078
2.000000,2.530579,1.313295,1.195281,-6.255388,-5.060107
2.000000,2.506958,1.292297,1.265852,-5.775200,-4.509348
2.000000,2.483364,1.271444,1.337852,-5.256722,-3.918870
2.000000,2.459798,1.250744,1.411151,-4.697854,-3.286703
2.000000,2.436261,1.230203,1.485532,-4.096377,-2.610845
2.400000,1.658663,0.874509,4.940866,19.516754,24.457620
2.400000,1.699040,0.863755,4.862221,20.516809,25.379030
2.400000,1.739918,0.855792,4.767739,21.260351,26.028090
2.400000,1.781261,0.850698,4.656280,21.704800,26.361080
2.400000,1.823038,0.848525,4.527166,21.820194,26.347360
2.400000,1.865219,0.849295,4.380271,21.591569,25.971840
2.400000,1.907779,0.853000,4.216203,21.020017,25.236220
2.400000,1.993934,0.869036,3.842332,18.929288,22.771620
2.400000,2.081328,0.896013,3.421394,15.832116,19.253510
2.400000,2.304302,1.004677,2.287273,6.313604,8.600877
2.400000,2.532329,1.157978,1.248928,-1.913516,-0.664588
2.400000,2.578423,1.192568,1.064620,-3.199733,-2.135113
2.400000,2.624660,1.228221,0.888590,-4.359004,-3.470414
2.400000,2.671033,1.264845,0.721241,-5.395071,-4.673830
2.400000,2.717535,1.302360,0.563281,-6.313904,-5.750623
2.400000,2.740831,1.321427,0.487975,-6.731534,-6.243559
2.400000,2.764158,1.340690,0.415205,-7.122591,-6.707386
2.800000,1.868909,1.043591,4.856894,5.842816,10.699710
2.800000,1.908466,1.028846,4.727003,6.705917,11.432920
2.800000,1.948504,1.016350,4.582355,7.485955,12.068310
2.800000,1.988992,1.006185,4.422637,8.156323,12.578960
2.800000,2.029904,0.998424,4.248150,8.692680,12.940830
2.800000,2.071215,0.993123,4.059362,9.074828,13.134190
2.800000,2.112902,0.990320,3.857278,9.287652,13.144930
2.800000,2.197317,0.992279,3.419199,9.176211,12.595410
2.800000,2.282990,1.004242,2.949673,8.366477,11.316150
2.800000,2.501831,1.075040,1.758285,4.129741,5.888026
2.800000,2.726035,1.194956,0.710246,-0.999981,-0.289735
2.800000,2.771406,1.223668,0.530169,-1.926521,-1.396352
2.800000,2.816933,1.253716,0.360498,-2.795053,-2.434555
2.800000,2.862610,1.285008,0.201480,-3.600674,-3.399194
2.800000,2.908429,1.317455,0.053304,-4.340653,-4.287349
2.800000,2.931390,1.334086,-0.016678,-4.685682,-4.702360
2.800000,2.954383,1.350974,-0.083968,-5.014027,-5.097995
3.200000,2.080212,1.217190,3.827198,-0.374575,3.452623
3.200000,2.119092,1.199636,3.703093,0.240021,3.943114
3.200000,2.158429,1.183935,3.568212,0.835396,4.403608
3.200000,2.198201,1.170162,3.422597,1.397501,4.820098
3.200000,2.238382,1.158385,3.266414,1.912407,5.178821
3.200000,2.278952,1.148666,3.100060,2.366770,5.466830
3.200000,2.319890,1.141056,2.924019,2.748567,5.672586
3.200000,2.402796,1.132326,2.545126,3.255418,5.800544
3.200000,2.486959,1.132393,2.137005,3.380700,5.517705
3.200000,2.702093,1.170554,1.114348,2.094889,3.209237
3.200000,2.922781,1.258205,0.221230,-0.573514,-0.352285
3.200000,2.967477,1.280881,0.068694,-1.145800,-1.077106
3.200000,3.012339,1.305079,-0.074133,-1.707584,-1.781717
3.200000,3.057361,1.330717,-0.207075,-2.251390,-2.458465
3.200000,3.102535,1.357713,-0.330183,-2.771037,-3.101220
3.200000,3.125177,1.371695,-0.388131,-3.020211,-3.408342
3.200000,3.147855,1.385987,-0.443744,-3.261596,-3.705340
3.800000,2.398535,1.482576,2.140143,-3.604504,-1.464361
3.800000,2.436598,1.462125,2.049365,-3.285760,-1.236395
3.800000,2.475085,1.443118,1.953792,-2.962130,-1.008338
3.800000,2.513977,1.425611,1.853631,-2.638450,-0.784819
3.800000,2.553257,1.409661,1.749110,-2.319885,-0.570775
3.800000,2.592905,1.395322,1.640447,-2.011776,-0.371329
3.800000,2.632906,1.382643,1.527823,-1.719468,-0.191645
3.800000,2.713903,1.362446,1.291670,-1.203014,0.088656
3.800000,2.796130,1.349376,1.043251,-0.808211,0.235040
3.800000,3.006415,1.348965,0.401734,-0.502894,-0.101160
3.800000,3.222378,1.394130,-0.181490,-1.130809,-1.312299
3.800000,3.266154,1.408324,-0.282926,-1.333906,-1.616832
3.800000,3.310105,1.424133,-0.378372,-1.551975,-1.930347
3.800000,3.354226,1.441503,-0.467721,-1.780140,-2.247861
3.800000,3.398510,1.460380,-0.550940,-2.013730,-2.564670
3.800000,3.420711,1.470365,-0.590283,-2.131158,-2.721441
3.800000,3.442951,1.480705,-0.628134,-2.248314,-2.876448
4.000000,2.504915,1.571920,1.764629,-4.007719,-2.243090
4.000000,2.542747,1.550735,1.685421,-3.760700,-2.075279
4.000000,2.580992,1.530890,1.602874,-3.507423,-1.904549
4.000000,2.619634,1.512438,1.517217,-3.251184,-1.733967
4.000000,2.658654,1.495432,1.428690,-2.995580,-1.566890
4.000000,2.698037,1.479919,1.337473,-2.744367,-1.406894
4.000000,2.737766,1.465949,1.243794,-2.501493,-1.257699
4.000000,2.818206,1.442809,1.049729,-2.056371,-1.006642
4.000000,2.899863,1.426320,0.847990,-1.689866,-0.841876
4.000000,3.108699,1.415492,0.328115,-1.255924,-0.927809
4.000000,3.323223,1.448394,-0.153155,-1.554115,-1.707270
4.000000,3.366715,1.460031,-0.238085,-1.682910,-1.920995
4.000000,3.410386,1.473274,-0.318389,-1.827343,-2.145732
4.000000,3.454228,1.488080,-0.393916,-1.983785,-2.377701
4.000000,3.498236,1.504402,-0.464611,-2.148584,-2.613195
4.000000,3.520300,1.513117,-0.498138,-2.233010,-2.731148
4.000000,3.542402,1.522193,-0.530457,-2.318213,-2.848670
4.500000,2.771313,1.796588,1.155076,-4.378585,-3.223509
4.500000,2.808637,1.773905,1.099626,-4.262710,-3.163084
4.500000,2.846350,1.752357,1.043195,-4.141275,-3.098080
4.500000,2.884437,1.731984,0.986161,-4.015545,-3.029384
4.500000,2.922883,1.712829,0.928873,-3.886930,-2.958057
4.500000,2.961674,1.694932,0.871621,-3.756939,-2.885318
4.500000,3.000797,1.678335,0.814646,-3.627188,-2.812542
4.500000,3.079987,1.649193,0.702118,-3.375106,-2.672988
4.500000,3.160357,1.625689,0.591753,-3.144214,-2.552461
4.500000,3.365887,1.593089,0.320590,-2.739216,-2.418626
4.500000,3.577085,1.599375,0.055619,-2.665117,-2.609498
4.500000,3.619918,1.605309,0.006159,-2.689631,-2.683472
4.500000,3.662932,1.612771,-0.041365,-2.725182,-2.766547
4.500000,3.706122,1.621741,-0.086729,-2.770429,-2.857158
4.500000,3.749481,1.632194,-0.129772,-2.823869,-2.953641
4.500000,3.771222,1.637968,-0.150388,-2.853159,-3.003547
4.500000,3.793004,1.644102,-0.170390,-2.883884,-3.054274
5.000000,3.038215,2.022623,0.719268,-4.110017,-3.390749
5.000000,3.075114,1.998796,0.684541,-4.076699,-3.392158
5.000000,3.112378,1.975947,0.649887,-4.039955,-3.390068
5.000000,3.149996,1.954111,0.615556,-4.000107,-3.384551
5.000000,3.187954,1.933321,0.581763,-3.957529,-3.375766
5.000000,3.226240,1.913613,0.548677,-3.912642,-3.363965
5.000000,3.264843,1.895019,0.516435,-3.865920,-3.349485
5.000000,3.342956,1.861306,0.454852,-3.769126,-3.314274
5.000000,3.422208,1.832436,0.397469,-3.671913,-3.274444
5.000000,3.624829,1.782900,0.270534,-3.461343,-3.190809
5.000000,3.833049,1.767666,0.150047,-3.351316,-3.201269
5.000000,3.875286,1.768848,0.124834,-3.344421,-3.219587
5.000000,3.917705,1.771442,0.099668,-3.342415,-3.242747
5.000000,3.960302,1.775440,0.074934,-3.344979,-3.270045
5.000000,4.003070,1.780834,0.050954,-3.351692,-3.300738
5.000000,4.024516,1.784051,0.039310,-3.356444,-3.317134
5.000000,4.046003,1.787611,0.027919,-3.362024,-3.334105
5.500000,3.305499,2.249614,0.412196,-3.545255,-3.133059
5.500000,3.342036,2.224885,0.394527,-3.561151,-3.166624
5.500000,3.378918,2.201014,0.376905,-3.574944,-3.198039
5.500000,3.416134,2.178030,0.359449,-3.586560,-3.227111
5.500000,3.453673,2.155960,0.342275,-3.595969,-3.253694
5.500000,3.491524,2.134834,0.325479,-3.603172,-3.277693
5.500000,3.529677,2.114679,0.309149,-3.608211,-3.299062
5.500000,3.606853,2.077394,0.278167,-3.612145,-3.333978
5.500000,3.685126,2.044325,0.249738,-3.608798,-3.359060
5.500000,3.885173,1.981418,0.190308,-3.578992,-3.388684
5.500000,4.090720,1.948786,0.143357,-3.541678,-3.398321
5.500000,4.132417,1.946052,0.134177,-3.535493,-3.401316
5.500000,4.174297,1.944600,0.124361,-3.529987,-3.405626
5.500000,4.216354,1.944432,0.113252,-3.525180,-3.411928
5.500000,4.258582,1.945551,0.100513,-3.521038,-3.420525
5.500000,4.279759,1.946591,0.093613,-3.519193,-3.425580
5.500000,4.300977,1.947952,0.086562,-3.517480,-3.430918
6.000000,3.573079,2.477299,0.225748,-2.905409,-2.679661
6.000000,3.609305,2.451842,0.218754,-2.946069,-2.727315
6.000000,3.645857,2.427148,0.211668,-2.985557,-2.773889
6.000000,3.682726,2.403240,0.204578,-3.023715,-2.819137
6.000000,3.719900,2.380143,0.197548,-3.060385,-2.862837
6.000000,3.757373,2.357880,0.190633,-3.095425,-2.904792
6.000000,3.795134,2.336476,0.183869,-3.128704,-2.944835
6.000000,3.871488,2.296335,0.170898,-3.189545,-3.018647
6.000000,3.948899,2.259910,0.158733,-3.242230,-3.083497
6.000000,4.146656,2.186272,0.131924,-3.337140,-3.205216
6.000000,4.349795,2.139480,0.110104,-3.384229,-3.274125
6.000000,4.391003,2.133517,0.106300,-3.388814,-3.282514
6.000000,4.432391,2.128711,0.102670,-3.391980,-3.289310
6.000000,4.473956,2.125072,0.099206,-3.393787,-3.294581
6.000000,4.515692,2.122604,0.095890,-3.394281,-3.298391
6.000000,4.536623,2.121811,0.094285,-3.394045,-3.299760
6.000000,4.557594,2.121313,0.092722,-3.393488,-3.300766
9.000000,5.182213,3.851056,0.020174,-0.452913,-0.432739
9.000000,5.217218,3.823109,0.021378,-0.472535,-0.451156
9.000000,5.252466,3.795614,0.022554,-0.492746,-0.470192
9.000000,5.287952,3.768583,0.023698,-0.513518,-0.489820
9.000000,5.323671,3.742024,0.024811,-0.534820,-0.510009
9.000000,5.359619,3.715948,0.025893,-0.556618,-0.530725
9.000000,5.395790,3.690365,0.026940,-0.578872,-0.551932
9.000000,5.468786,3.640721,0.028925,-0.624574,-0.595649
9.000000,5.542625,3.593175,0.030750,-0.671549,-0.640799
9.000000,5.730696,3.484041,0.034513,-0.791679,-0.757166
9.000000,5.923349,3.389865,0.036993,-0.909547,-0.872554
9.000000,5.962390,3.372938,0.037321,-0.932147,-0.894826
9.000000,6.001594,3.356671,0.037592,-0.954274,-0.916681
9.000000,6.040957,3.341072,0.037807,-0.975866,-0.938059
9.000000,6.080477,3.326153,0.037961,-0.996859,-0.958898
9.000000,6.100295,3.318950,0.038018,-1.007115,-0.969097
9.000000,6.120150,3.311921,0.038058,-1.017197,-0.979139
2.000000,4.961385,3.675375,0.354617,-7.157690,-6.803073
2.000000,5.553927,4.265730,0.223447,-6.789611,-6.566164
2.000000,6.147916,4.858449,0.101429,-6.653356,-6.551927
2.000000,6.742969,5.452761,0.050485,-6.601447,-6.550962
2.000000,7.239471,5.948893,0.033138,-6.582394,-6.549256
2.000000,7.736423,6.445623,0.025557,-6.572834,-6.547277
2.000000,8.233744,6.942823,0.022338,-6.567917,-6.545579
2.000000,8.731371,7.440397,0.021091,-6.565352,-6.544261
2.000000,9.727356,8.436407,0.020748,-6.563292,-6.542544
2.000000,10.724090,9.433262,0.020986,-6.562713,-6.541727
2.000000,11.721380,10.430720,0.021212,-6.562548,-6.541336
1.800000,3.698383,2.546830,0.172975,-5.812617,-5.639642
1.800000,4.091026,2.935845,0.342962,-4.866378,-4.523416
1.800000,4.484969,3.327466,0.544073,-4.148785,-3.604712
1.800000,4.879898,3.720870,0.551397,-3.679912,-3.128515
1.800000,5.473673,4.313252,0.257051,-3.335427,-3.078376
1.800000,6.068672,4.907485,0.111391,-3.208795,-3.097404
1.800000,6.664568,5.502970,0.055146,-3.160240,-3.105094
1.800000,7.161672,5.999894,0.036321,-3.142274,-3.105953
1.800000,7.659152,6.497291,0.028098,-3.133196,-3.105098
1.800000,8.156941,6.995058,0.024577,-3.128494,-3.103917
1.800000,8.654985,7.493123,0.023196,-3.126025,-3.102829
1.800000,9.651679,8.489935,0.022781,-3.124022,-3.101241
1.800000,10.648990,9.487419,0.023006,-3.123450,-3.100444
1.800000,11.646770,10.485380,0.023239,-3.123285,-3.100046
2.400000,1.429232,0.990919,5.157072,11.225418,16.382490
2.400000,1.579560,0.903964,5.055687,16.960683,22.016370
2.400000,3.188378,1.712955,-0.501830,-10.687410,-11.189240
2.400000,3.379062,1.889297,-0.700001,-10.942339,-11.642340
2.400000,3.956637,2.440314,-0.791303,-10.052907,-10.844210
2.400000,4.931177,3.395774,-0.249833,-8.103996,-8.353829
2.400000,5.421925,3.881926,0.018740,-7.612982,-7.594242
2.400000,5.914223,4.371204,0.100213,-7.381510,-7.281297
2.400000,6.407714,4.862664,0.066461,-7.280871,-7.214410
2.400000,6.902142,5.355705,0.037254,-7.235712,-7.198458
2.400000,7.199168,5.652116,0.026910,-7.221065,-7.194155
2.400000,7.694724,6.146909,0.017408,-7.207044,-7.189636
2.400000,7.893104,6.345055,0.015302,-7.203637,-7.188335
2.400000,8.389389,6.840891,0.012347,-7.198231,-7.185884
2.400000,8.886091,7.337293,0.011213,-7.195444,-7.184231
2.400000,9.880493,8.331387,0.010962,-7.193243,-7.182281
1.800000,2.726149,1.598197,0.905610,-6.579189,-5.673579
1.800000,2.919095,1.783439,0.568671,-7.170396,-6.601725
1.800000,3.161511,2.018956,0.290368,-7.074728,-6.784360
1.800000,3.307503,2.161828,0.199246,-6.799183,-6.599937
1.800000,3.453838,2.305605,0.155635,-6.448169,-6.292534
1.800000,3.600475,2.450129,0.154351,-6.068034,-5.913683
1.800000,3.796400,2.643777,0.203357,-5.561237,-5.357880
1.800000,3.992728,2.838305,0.290068,-5.085134,-4.795066
3.800000,4.310525,2.068399,-1.239598,-4.202752,-5.442350
3.800000,4.497418,2.224273,-1.247462,-3.979347,-5.226809
3.800000,4.685395,2.386735,-1.236990,-3.650938,-4.887928
3.800000,4.874328,2.554528,-1.210387,-3.271007,-4.481394
3.800000,5.159292,2.814122,-1.153409,-2.680268,-3.833677
3.800000,5.445872,3.081064,-1.078446,-2.141312,-3.219758
4.000000,4.498198,2.145420,-1.076250,-3.753889,-4.830139
4.000000,4.591373,2.221603,-1.079417,-3.630864,-4.710281
4.000000,4.778551,2.379265,-1.074161,-3.315316,-4.389477
4.000000,4.966729,2.542889,-1.054618,-2.946907,-4.001525
4.000000,5.155796,2.711396,-1.026631,-2.559537,-3.586168
4.000000,5.345660,2.883929,-0.992259,-2.180445,-3.172704
4.500000,3.324294,1.596534,0.374763,-2.795659,-2.420896
4.500000,3.534440,1.594988,0.106741,-2.652795,-2.546054
4.500000,3.619918,1.605309,0.006159,-2.689631,-2.683472
4.500000,5.200307,2.528339,-0.561223,-2.656717,-3.217940
4.500000,5.293839,2.606823,-0.556317,-2.476356,-3.032673
4.500000,5.434568,2.727190,-0.547319,-2.201406,-2.748725
4.500000,5.575781,2.850370,-0.536143,-1.930028,-2.466171
5.000000,5.437186,2.534796,-0.241488,-2.582190,-2.823678
5.000000,5.529841,2.607404,-0.241264,-2.415570,-2.656834
5.000000,5.576264,2.644379,-0.240990,-2.330719,-2.571709
