# R1,R2,R3,EDiat
4.500000,8.903774,5.692001,-0.103337
4.500000,9.395232,6.176976,-0.091336
4.500000,9.887546,6.664173,-0.085362
4.500000,10.874280,7.643528,-0.080845
5.200000,6.321110,2.819388,-1.926845
5.200000,6.798587,3.236161,-1.138421
5.200000,7.279090,3.673762,-0.589903
5.200000,7.762055,4.125568,-0.286388
5.200000,8.247051,4.587385,-0.143024
5.200000,8.538880,4.868098,-0.097936
5.200000,9.026451,5.340614,-0.056568
5.200000,9.221853,5.530974,-0.046892
5.200000,9.711175,6.009615,-0.031945
5.200000,10.201530,6.491476,-0.024498
5.200000,11.184810,7.462361,-0.018851
6.000000,6.710740,2.780749,-2.000555
6.000000,7.183891,3.160820,-1.251991
6.000000,7.660454,3.570574,-0.684206
6.000000,8.139828,4.000902,-0.340019
6.000000,8.621546,4.445834,-0.166645
6.000000,8.911544,4.718089,-0.110696
6.000000,9.396269,5.178666,-0.058924
6.000000,9.590598,5.364874,-0.046767
6.000000,10.077390,5.834389,-0.027941
6.000000,10.565420,6.308590,-0.018516
6.000000,11.544550,7.267375,-0.011311
6.500000,7.663906,3.325900,-0.990928
6.500000,7.901388,3.524235,-0.734284
6.500000,8.378536,3.938587,-0.375402
6.500000,8.858206,4.370892,-0.186190
6.500000,9.147053,4.636814,-0.123712
6.500000,9.629981,5.088446,-0.065296
6.500000,9.823630,5.271544,-0.051497
6.500000,10.308810,5.734231,-0.030050
6.500000,10.795350,6.202713,-0.019258
6.500000,11.771810,7.152490,-0.010944
6.500000,12.751920,8.114345,-0.008778
6.500000,13.734890,9.084440,-0.008223
7.500000,8.153252,3.299924,-1.027829
7.500000,8.388426,3.475937,-0.790330
7.500000,8.861208,3.852585,-0.431777
7.500000,9.336826,4.254724,-0.223500
7.500000,9.623384,4.505424,-0.150558
7.500000,10.102710,4.935495,-0.080096
7.500000,10.295000,5.111088,-0.063093
7.500000,10.776930,5.557292,-0.036324
7.500000,11.260440,6.011969,-0.022627
7.500000,12.231450,6.940051,-0.011857
7.500000,13.206770,7.885738,-0.008970
7.500000,14.185540,8.843382,-0.008212
9.000000,8.208596,3.057608,-1.430133
9.000000,8.667031,3.257498,-1.090064
9.000000,9.129831,3.517616,-0.738968
9.000000,9.596364,3.825696,-0.449494
9.000000,10.066110,4.171124,-0.254195
9.000000,10.349320,4.392684,-0.177847
9.000000,10.823350,4.781004,-0.098233
9.000000,11.013600,4.941956,-0.077903
9.000000,11.490680,5.355862,-0.044718
9.000000,11.969630,5.783388,-0.026973
9.000000,12.932320,6.668751,-0.012344
2.400000,1.443010,0.973657,12.345300
2.400000,1.604419,0.865634,21.022761
2.400000,3.255931,1.600361,-9.992623
2.400000,3.448619,1.778333,-10.706069
2.400000,4.030957,2.333755,-10.266952
2.400000,5.010790,3.294387,-8.245010
2.400000,5.503428,3.782364,-7.684804
2.400000,5.997285,4.273121,-7.412045
2.400000,6.492082,4.765800,-7.293540
2.400000,6.987620,5.259861,-7.241193
2.400000,7.285235,5.556807,-7.224448
2.400000,7.781668,6.052388,-7.208592
2.400000,7.980366,6.250817,-7.204774
2.400000,8.477378,6.747296,-7.198757
2.400000,8.974722,7.244259,-7.195686
2.400000,9.970208,8.239288,-7.193291
1.800000,2.780055,1.516534,-5.761797
1.800000,2.974494,1.703192,-6.820623
1.800000,3.218502,1.940256,-7.030393
1.800000,3.365329,2.083947,-6.851748
1.800000,3.512424,2.228469,-6.559534
1.800000,3.659755,2.373671,-6.209849
1.800000,3.856516,2.568131,-5.717958
1.800000,4.053594,2.763383,-5.238131
3.800000,4.407556,1.885034,-4.207470
3.800000,4.597321,2.041756,-4.204245
3.800000,4.787920,2.205489,-3.997237
3.800000,4.979256,2.374784,-3.666257
3.800000,5.267467,2.636801,-3.074014
3.800000,5.556926,2.906173,-2.478945
4.000000,4.599698,1.952304,-3.882868
4.000000,4.694371,2.028773,-3.860123
4.000000,4.884355,2.187413,-3.675253
4.000000,5.075108,2.352368,-3.363074
4.000000,5.266548,2.522398,-2.986557
4.000000,5.458601,2.696544,-2.587570
4.500000,3.390598,1.472203,-1.508986
4.500000,3.609744,1.443247,-0.996136
4.500000,3.698498,1.443674,-0.968145
4.500000,5.316725,2.311551,-3.123647
4.500000,5.411673,2.390502,-2.958355
4.500000,5.554427,2.511742,-2.688406
4.500000,5.697553,2.635943,-2.404137
5.000000,5.560881,2.293334,-3.100051
5.000000,5.655155,2.365886,-2.951513
5.000000,5.702365,2.402902,-2.871999
5.000000,5.749622,2.440380,-2.789653
5.200000,3.339414,1.957535,-3.826724
5.200000,3.503916,1.860499,-3.659902
5.200000,3.671944,1.780723,-3.430650
5.200000,3.799997,1.733669,-3.242846
5.200000,4.016797,1.682261,-2.978192
5.200000,4.237255,1.667153,-2.872198
5.200000,5.753191,2.362287,-2.951275
5.200000,5.800271,2.397974,-2.874879
5.200000,5.847399,2.434165,-2.795629
5.200000,5.941797,2.507970,-2.630146
5.200000,6.083729,2.621937,-2.369802
5.200000,6.226039,2.739378,-2.103281
5.200000,6.416331,2.900639,-1.754406
2.000000,2.681251,1.304504,-5.795718
2.000000,2.873849,1.481945,-8.662326
2.000000,3.067394,1.664509,-9.958061
2.000000,3.261719,1.850680,-10.358206
2.000000,3.456691,2.039472,-10.269005
2.000000,3.652206,2.230219,-9.932613
2.000000,3.848183,2.422458,-9.485907
2.000000,4.093701,2.664365,-8.893633
2.000000,4.339731,2.907641,-8.335768
2.000000,4.586190,3.151970,-7.858426
2.000000,4.833013,3.397124,-7.475355
2.800000,3.068933,1.250388,-2.355595
2.800000,3.257639,1.397022,-5.551782
2.800000,3.447618,1.555593,-7.443073
2.800000,3.638672,1.722809,-8.385786
2.800000,3.830639,1.896384,-8.702439
2.800000,4.023388,2.074722,-8.634265
2.800000,4.216813,2.256695,-8.346535
2.800000,4.459410,2.488056,-7.842383
2.800000,4.702783,2.722715,-7.297510
2.800000,4.946817,2.959886,-6.784128
2.800000,5.191418,3.199012,-6.344250
3.200000,3.266828,1.263552,-0.343080
3.200000,3.453695,1.389838,-3.085400
3.200000,3.641957,1.531906,-4.924078
3.200000,3.831409,1.685771,-5.964823
3.200000,4.021882,1.848488,-6.410065
3.200000,4.213238,2.017919,-6.450227
3.200000,4.405362,2.192506,-6.241212
3.200000,4.646452,2.416286,-5.791926
3.200000,4.888437,2.644768,-5.267996
3.200000,5.131191,2.876831,-4.750233
3.200000,5.374609,3.111674,-4.290610
1.800000,2.586464,1.333750,-3.192142
1.800000,2.780055,1.516534,-5.761797
1.800000,2.974494,1.703192,-6.820623
1.800000,3.169626,1.892577,-7.051436
1.800000,3.365329,2.083947,-6.851748
1.800000,3.561509,2.276800,-6.447046
1.800000,3.758093,2.470791,-5.964612
1.800000,4.004298,2.714505,-5.355170
1.800000,4.250945,2.959269,-4.800186
1.800000,4.497964,3.204841,-4.335981
1.800000,4.745294,3.451049,-3.969599
1.800000,5.042438,3.747161,-3.652938
1.800000,5.339901,4.043847,-3.448930
1.800000,5.637634,4.340988,-3.324438
1.800000,6.134345,4.837007,-3.216960
1.800000,6.631551,5.333770,-3.169131
1.800000,7.228707,5.930604,-3.143594
1.800000,7.726673,6.428416,-3.133787
1.800000,8.224886,6.926543,-3.128756
1.800000,8.723304,7.424921,-3.126137
1.800000,9.720627,8.422256,-3.124039
4.000000,5.685448,2.549057,-2.919873
4.000000,5.880595,2.731361,-2.504232
4.000000,6.124968,2.962454,-2.011352
4.000000,6.369778,3.196395,-1.584941
4.000000,6.860520,3.670633,-0.974540
4.000000,7.352511,4.150922,-0.656397
4.000000,7.845514,4.635381,-0.514554
4.000000,8.833880,5.612484,-0.423923
4.000000,9.328993,6.103817,-0.410319
4.000000,9.824601,6.596453,-0.403637
4.000000,10.817030,7.584616,-0.398649
4.500000,5.934000,2.446237,-2.830556
4.500000,6.128341,2.621460,-2.432903
4.500000,6.371760,2.845086,-1.933735
4.500000,6.615669,3.072781,-1.480028
4.500000,7.104758,3.537219,-0.793106
4.500000,7.595268,4.010218,-0.406502
4.500000,8.086940,4.489073,-0.227172
4.500000,9.073016,5.458172,-0.112696
4.500000,9.567138,5.946560,-0.095780
4.500000,10.061840,6.436731,-0.087513
4.500000,11.052680,7.421009,-0.081359
5.000000,6.184287,2.361556,-2.955430
5.000000,6.377832,2.527895,-2.588273
5.000000,6.620303,2.742149,-2.101195
5.000000,6.863314,2.962011,-1.634237
5.000000,7.350743,3.414201,-0.885988
5.000000,7.839756,3.878147,-0.431058
5.000000,8.330073,4.350090,-0.208514
5.000000,9.313796,5.309407,-0.064887
5.000000,9.806893,5.794227,-0.043906
5.000000,10.300650,6.281427,-0.033697
5.000000,11.289830,7.261049,-0.026104
3.200000,4.509372,2.003122,-6.432409
3.200000,4.899974,2.369963,-5.881734
3.200000,5.291981,2.746080,-5.030106
3.200000,5.685101,3.128128,-4.257385
3.200000,6.276411,3.708305,-3.494432
3.200000,6.869229,4.293934,-3.154615
3.200000,7.463195,4.883053,-3.029003
3.200000,7.958858,5.375825,-2.986761
3.200000,8.455031,5.869820,-2.966990
3.200000,8.951631,6.364752,-2.957380
3.200000,9.448589,6.860419,-2.952609
3.200000,10.443380,7.853402,-2.949015
3.800000,6.271959,3.249113,-1.849108
3.800000,6.763357,3.726662,-1.272444
3.800000,7.255932,4.209429,-0.980594
3.800000,7.749457,4.695803,-0.851972
3.800000,8.045956,4.988921,-0.812892
3.800000,8.540665,5.479107,-0.777660
3.800000,8.738717,5.675660,-0.769520
3.800000,9.234214,6.168014,-0.757053
3.800000,9.730172,6.661507,-0.750915
3.800000,10.723210,7.651028,-0.746327
4.500000,6.323035,2.800004,-2.031264
4.500000,7.104758,3.537219,-0.793106
4.500000,8.086940,4.489073,-0.227172
4.500000,9.073016,5.458172,-0.112696
4.500000,10.061840,6.436731,-0.087513
4.500000,11.052680,7.421009,-0.081359
5.200000,6.671701,2.662853,-2.272754
5.200000,7.449588,3.368164,-0.940828
5.200000,8.427770,4.296708,-0.218727
5.200000,9.410540,5.251560,-0.061872
5.200000,10.396600,6.220616,-0.027931
5.200000,11.385090,7.198141,-0.019679
6.000000,7.073732,2.547562,-2.525285
6.000000,7.847299,3.204049,-1.178332
6.000000,8.820892,4.097041,-0.289862
6.000000,9.799804,5.030464,-0.071283
6.000000,10.782590,5.985431,-0.024114
6.000000,11.768270,6.953072,-0.012674
9.000000,8.606191,2.581710,-2.441926
9.000000,9.364836,2.940920,-1.654534
9.000000,10.321930,3.595656,-0.652974
9.000000,11.286460,4.382747,-0.180554
9.000000,12.256680,5.242919,-0.051677
9.000000,13.231340,6.145562,-0.018685
6.500000,7.856050,2.916524,-1.707202
6.500000,8.097589,3.119332,-1.320453
6.500000,8.582121,3.543087,-0.711967
6.500000,9.068332,3.984558,-0.347419
6.500000,9.360756,4.255660,-0.223235
6.500000,9.849142,4.715282,-0.109860
6.500000,10.044820,4.901344,-0.084102
6.500000,10.534710,5.370886,-0.045389
6.500000,11.025520,5.845481,-0.026696
6.500000,12.009400,6.805595,-0.012766
6.500000,12.995750,7.775770,-0.009227
6.500000,13.984030,8.752660,-0.008332
7.500000,8.361601,2.817951,-1.913826
7.500000,8.601606,2.996380,-1.546870
7.500000,9.083234,3.380559,-0.912326
7.500000,9.566748,3.791842,-0.476585
7.500000,9.857645,4.048209,-0.312456
7.500000,10.343630,4.487526,-0.154556
7.500000,10.538390,4.666674,-0.117777
7.500000,11.026110,5.121302,-0.062141
7.500000,11.514890,5.583692,-0.035187
7.500000,12.495110,6.525136,-0.014978
7.500000,13.478230,7.481789,-0.009753
7.500000,14.463670,8.448488,-0.008406
1.400000,2.548756,1.428707,19.786082
1.400000,2.647290,1.525341,18.726107
1.400000,2.844665,1.719765,17.722840
1.400000,3.042383,1.915337,17.587001
1.400000,3.438610,2.308758,18.343062
1.400000,3.835621,2.704111,19.379967
1.400000,4.233195,3.100656,20.259101
1.400000,4.631187,3.497987,20.876699
1.400000,5.129115,3.995401,21.315003
1.400000,5.627412,4.493388,21.510824
1.400000,6.125985,4.991778,21.594975
1.400000,6.624774,5.490461,21.633102
1.400000,7.123733,5.989364,21.651487
1.400000,7.622828,6.488435,21.660750
1.400000,9.620148,8.485814,21.670092
1.500000,2.548129,1.352625,11.362664
1.500000,2.597270,1.400390,10.548176
1.500000,2.695647,1.496358,9.346527
1.500000,2.892734,1.689698,8.146846
1.500000,3.090196,1.884428,7.890127
1.500000,3.485989,2.276631,8.532609
1.500000,3.882643,2.671148,9.541297
1.500000,4.279921,3.067086,10.427460
1.500000,4.677662,3.463957,11.062213
1.500000,5.175329,3.960931,11.520537
1.500000,5.673405,4.458582,11.727370
1.500000,6.171793,4.956706,11.816142
1.500000,6.670422,5.455173,11.856144
1.500000,7.169243,5.953897,11.875324
1.500000,7.668216,6.452818,11.884936
1.500000,9.665172,8.449779,11.894545
1.600000,2.596932,1.325698,5.100965
1.600000,2.645990,1.373040,4.198589
1.600000,2.744208,1.468253,2.848419
1.600000,2.941004,1.660369,1.440179
1.600000,3.138206,1.854153,1.054858
1.600000,3.533552,2.244993,1.576558
1.600000,3.929841,2.638581,2.554999
1.600000,4.326812,3.033846,3.447352
1.600000,4.724294,3.430210,4.099198
1.600000,5.221688,3.926701,4.577991
1.600000,5.719537,4.423983,4.796417
1.600000,6.217730,4.921815,4.890099
1.600000,6.716192,5.420047,4.932093
1.600000,7.214867,5.918577,4.952115
1.600000,7.713714,6.417335,4.962099
1.600000,9.710286,8.413844,4.971997
1.700000,2.645932,1.299852,0.974662
1.700000,2.694906,1.346717,-0.018222
1.700000,2.792964,1.441078,-1.522231
1.700000,2.989465,1.631818,-3.149802
1.700000,3.186402,1.824542,-3.670801
1.700000,3.581294,2.213865,-3.276996
1.700000,3.977207,2.606424,-2.331082
1.700000,4.373864,3.000949,-1.433565
1.700000,4.771079,3.396754,-0.764778
1.700000,5.268190,3.892717,-0.265141
1.700000,5.765801,4.389596,-0.034543
1.700000,6.263793,4.887112,0.064349
1.700000,6.762081,5.385088,0.108458
1.700000,7.260604,5.883407,0.129373
1.700000,7.759318,6.381989,0.139752
1.700000,9.755489,8.378008,0.149959
2.000000,5.110698,3.495657,-7.343616
2.000000,5.706561,4.089448,-6.860343
2.000000,6.303209,4.684821,-6.677688
2.000000,6.900438,5.281241,-6.610260
2.000000,7.398472,5.778825,-6.586338
2.000000,7.896754,6.276792,-6.574629
2.000000,8.395240,6.775059,-6.568733
2.000000,8.893897,7.273563,-6.565718
2.000000,9.891616,8.271114,-6.563359
2.000000,10.889750,9.269193,-6.562722
2.000000,11.888210,10.267650,-6.562548
1.800000,3.826855,2.378624,-6.146547
1.800000,4.222817,2.771323,-5.198722
1.800000,4.619475,3.165851,-4.393936
1.800000,5.016663,3.561599,-3.831667
1.800000,5.613195,4.156748,-3.391829
1.800000,6.210394,4.753117,-3.228170
1.800000,6.808087,5.350298,-3.167264
1.800000,7.306452,5.848390,-3.145403
1.800000,7.805027,6.346782,-3.134606
1.800000,8.303773,6.845408,-3.129125
1.800000,8.802662,7.344221,-3.126301
1.800000,9.800779,8.342274,-3.124067
1.800000,10.799240,9.340743,-3.123454
1.800000,11.797970,10.339510,-3.123283
2.400000,3.528357,1.638817,-10.066660
2.400000,4.116312,2.202380,-10.498911
2.400000,5.102474,3.171499,-8.437417
2.400000,5.597396,3.662290,-7.787823
2.400000,6.093147,4.155278,-7.456685
2.400000,6.589541,4.649763,-7.311923
2.400000,7.086442,5.145314,-7.249057
2.400000,7.384783,5.443036,-7.229285
2.400000,7.882298,5.939748,-7.210804
2.400000,8.081390,6.138582,-7.206401
2.400000,8.579305,6.635974,-7.199516
2.400000,9.077449,7.133731,-7.196040
2.400000,10.074290,8.130070,-7.193366
1.800000,2.841903,1.414887,-4.320028
1.800000,3.038107,1.604087,-6.175871
1.800000,3.284006,1.843796,-6.890039
1.800000,3.431830,1.988837,-6.867763
1.800000,3.579835,2.134565,-6.670794
1.800000,3.727999,2.280846,-6.373693
1.800000,3.925769,2.476580,-5.909365
1.800000,4.123753,2.672945,-5.430794
3.800000,4.518575,1.644427,-3.450679
3.800000,4.711659,1.804620,-4.066973
3.800000,4.905298,1.972096,-4.219247
3.800000,5.099428,2.145151,-4.079297
3.800000,5.391427,2.412559,-3.576562
3.800000,5.684260,2.686858,-2.954232
4.000000,4.715821,1.698375,-3.372206
4.000000,4.812225,1.776456,-3.646169
4.000000,5.005455,1.938670,-3.865254
4.000000,5.199197,2.107388,-3.776641
4.000000,5.393396,2.281168,-3.499394
4.000000,5.588004,2.458936,-3.123962
4.500000,3.696007,1.242133,3.406277
4.500000,3.788479,1.227551,3.897417
4.500000,5.449941,2.028335,-3.523456
4.500000,5.546526,2.109059,-3.451295
4.500000,5.691626,2.233072,-3.265997
4.500000,5.836973,2.360104,-3.017331
5.000000,5.702373,1.973244,-3.482942
5.000000,5.798511,2.047032,-3.451119
5.000000,5.846628,2.084746,-3.418109
5.000000,5.894777,2.122968,-3.374926
5.200000,3.391645,1.879006,-3.748539
5.200000,3.567835,1.753310,-3.394025
5.200000,3.746417,1.642417,-2.825241
5.200000,3.881724,1.570863,-2.277513
5.200000,4.109504,1.477973,-1.274344
5.200000,4.339730,1.423446,-0.484686
5.200000,5.899732,2.029049,-3.455184
5.200000,5.947763,2.065285,-3.428511
5.200000,5.995826,2.102085,-3.391790
5.200000,6.092046,2.177264,-3.291371
5.200000,6.236599,2.293590,-3.086119
5.200000,6.381404,2.413634,-2.836065
5.200000,6.574839,2.578578,-2.465198
6.500000,4.087428,2.467874,-2.785597
6.500000,4.261433,2.332316,-3.056078
6.500000,4.437628,2.206579,-3.276337
6.500000,4.571061,2.119779,-3.393846
6.500000,4.795625,1.991878,-3.482817
6.500000,5.022594,1.888570,-3.446994
6.500000,5.251654,1.814061,-3.334987
6.500000,5.343804,1.793171,-3.287066
6.500000,5.482544,1.771986,-3.229680
6.500000,5.575362,1.764818,-3.207721
6.500000,7.326663,2.500611,-2.629835
6.500000,7.470746,2.609123,-2.382945
6.500000,7.566929,2.683686,-2.213203
6.500000,7.711386,2.798507,-1.957291
7.500000,4.709618,2.852934,-1.873602
7.500000,4.839758,2.749855,-2.093010
7.500000,4.971017,2.651258,-2.310986
7.500000,5.103309,2.557662,-2.520863
7.500000,5.325882,2.414348,-2.836927
7.500000,5.415582,2.362002,-2.947361
7.500000,5.550791,2.289437,-3.092125
7.500000,5.732215,2.204876,-3.242151
7.500000,5.823383,2.168284,-3.298389
7.500000,5.960666,2.121066,-3.361004
7.500000,6.098549,2.083600,-3.401283
7.500000,6.190784,2.064307,-3.418291
7.500000,6.329578,2.044219,-3.432899
7.500000,6.468872,2.035018,-3.438111
7.500000,6.561998,2.035012,-3.437554
7.500000,6.702057,2.044197,-3.430662
7.500000,8.074396,2.619335,-2.358222
7.500000,8.217884,2.716318,-2.138260
2.000000,2.745326,1.184805,-2.006062
2.000000,2.940297,1.365680,-6.743768
2.000000,3.135902,1.551259,-9.073494
2.000000,3.332029,1.740036,-10.036797
2.000000,3.528591,1.931074,-10.249519
2.000000,3.725518,2.123763,-10.067413
2.000000,3.922757,2.317691,-9.689549
2.000000,4.169675,2.561414,-9.118143
2.000000,4.416940,2.806242,-8.544503
2.000000,4.664497,3.051908,-8.033007
2.000000,4.912301,3.298226,-7.612122
3.200000,3.350895,1.058212,8.420708
3.200000,3.542055,1.184030,2.469727
3.200000,3.734141,1.328172,-1.724563
3.200000,3.927018,1.485313,-4.326682
3.200000,4.120573,1.651748,-5.732168
3.200000,4.314717,1.824934,-6.335230
3.200000,4.509372,2.003122,-6.432409
3.200000,4.753315,2.231063,-6.158077
3.200000,4.997857,2.463287,-5.676059
3.200000,5.242914,2.698690,-5.137180
3.200000,5.488416,2.936506,-4.621034
4.000000,5.766940,2.387030,-3.278777
4.000000,5.963538,2.572637,-2.863292
4.000000,6.209592,2.807427,-2.333619
4.000000,6.455948,3.044640,-1.850624
4.000000,6.949442,3.524373,-1.125972
4.000000,7.443804,4.009062,-0.725226
4.000000,7.938872,4.497105,-0.543216
4.000000,8.930657,5.479662,-0.429454
4.000000,9.427201,5.973112,-0.412914
4.000000,9.924091,6.467569,-0.404882
4.000000,10.918720,7.458699,-0.398942
4.500000,6.021819,2.254845,-3.223536
4.500000,6.217858,2.434121,-2.854836
4.500000,6.463249,2.662371,-2.337441
4.500000,6.708981,2.894217,-1.828380
4.500000,7.201325,3.365715,-1.007392
4.500000,7.694657,3.844422,-0.510722
4.500000,8.188797,4.327947,-0.271312
4.500000,9.178982,5.304169,-0.121022
4.500000,9.674832,5.795322,-0.099658
4.500000,10.171090,6.287869,-0.089369
4.500000,11.164600,7.276015,-0.081797
5.000000,6.277898,2.139446,-3.350561
5.000000,6.473387,2.310393,-3.058073
5.000000,6.718122,2.530073,-2.581333
5.000000,6.963230,2.754928,-2.071112
5.000000,7.454423,3.215796,-1.175044
5.000000,7.946714,3.686877,-0.582720
5.000000,8.439912,4.164706,-0.274872
5.000000,9.428457,5.133051,-0.077205
5.000000,9.923590,5.621381,-0.049591
5.000000,10.419190,6.111599,-0.036407
5.000000,11.411540,7.096131,-0.026746
3.200000,4.574262,1.872799,-6.387580
3.200000,4.967673,2.245942,-6.124646
3.200000,5.362059,2.627001,-5.297667
3.200000,5.757220,3.012974,-4.467185
3.200000,6.351098,3.597684,-3.600176
3.200000,6.946027,4.186723,-3.193785
3.200000,7.541761,4.778490,-3.042648
3.200000,8.038690,5.273051,-2.992727
3.200000,8.535977,5.768549,-2.969727
3.200000,9.033565,6.264763,-2.958672
3.200000,9.531404,6.761535,-2.953228
3.200000,10.527700,7.756324,-2.949158
3.800000,6.355108,3.107569,-2.084489
3.800000,6.849059,3.590027,-1.402330
3.800000,7.343828,4.076714,-1.038284
3.800000,7.839260,4.566279,-0.875927
3.800000,8.136788,4.861037,-0.827235
3.800000,8.633048,5.353596,-0.784031
3.800000,8.831671,5.550992,-0.774188
3.800000,9.328484,6.045231,-0.759249
3.800000,9.825620,6.540345,-0.751969
3.800000,10.820680,7.532511,-0.746574
4.500000,6.414143,2.616403,-2.442345
4.500000,7.201325,3.365715,-1.007392
4.500000,8.188797,4.327947,-0.271312
4.500000,9.178982,5.304169,-0.121022
4.500000,10.171090,6.287869,-0.089369
4.500000,11.164600,7.276015,-0.081797
5.200000,6.771453,2.437546,-2.781503
5.200000,7.555975,3.158558,-1.262771
5.200000,8.540667,4.101226,-0.296281
5.200000,9.528548,5.065928,-0.076218
5.200000,10.518720,6.042118,-0.031069
5.200000,11.510590,7.025010,-0.020422
6.000000,7.182267,2.272471,-3.113489
6.000000,7.963800,2.947443,-1.645145
6.000000,8.945308,3.858956,-0.428082
6.000000,9.930506,4.805794,-0.097113
6.000000,10.918400,5.770596,-0.029623
6.000000,11.908310,6.745657,-0.013976
9.000000,8.739991,2.162477,-3.293710
9.000000,9.511212,2.506242,-2.612546
9.000000,10.481310,3.176071,-1.220175
9.000000,11.456540,3.986678,-0.344158
9.000000,12.435720,4.868242,-0.086458
9.000000,13.417960,5.788433,-0.026799
6.500000,7.975791,2.623274,-2.349508
6.500000,8.219881,2.831993,-1.883870
6.500000,8.709067,3.266866,-1.077016
6.500000,9.199415,3.718151,-0.537768
6.500000,9.494107,3.994494,-0.341543
6.500000,9.985964,4.461862,-0.160989
6.500000,10.182930,4.650710,-0.120762
6.500000,10.675830,5.126533,-0.061838
6.500000,11.169370,5.606565,-0.034399
6.500000,12.158030,6.575563,-0.014583
6.500000,13.148400,7.552648,-0.009667
6.500000,14.140130,8.535043,-0.008438
7.500000,8.491392,2.463000,-2.711549
7.500000,8.734422,2.646726,-2.294995
7.500000,9.221599,3.042652,-1.458258
7.500000,9.710080,3.465589,-0.801981
7.500000,10.003720,3.728519,-0.528357
7.500000,10.493910,4.177849,-0.252658
7.500000,10.690240,4.360671,-0.188399
7.500000,11.181630,4.823694,-0.093596
7.500000,11.673760,5.293449,-0.049747
7.500000,12.659870,6.247059,-0.018391
7.500000,13.648000,7.213245,-0.010588
7.500000,14.637740,8.187554,-0.008610
1.400000,2.531144,1.330298,21.587815
1.400000,2.580597,1.378855,20.679738
1.400000,2.679564,1.476258,19.339274
1.400000,2.877713,1.671984,17.987765
1.400000,3.076101,1.868615,17.666350
1.400000,3.473432,2.263649,18.276704
1.400000,3.871313,2.660168,19.289308
1.400000,4.269590,3.057593,20.184530
1.400000,4.668161,3.455613,20.826999
1.400000,5.166686,3.953700,21.291572
1.400000,5.665471,4.452215,21.501209
1.400000,6.164453,4.951030,21.591014
1.400000,6.663587,5.450063,21.631401
1.400000,7.162842,5.949257,21.650735
1.400000,7.662194,6.448577,21.660416
1.400000,9.660274,8.446660,21.670083
1.500000,2.581346,1.297529,12.670927
1.500000,2.630741,1.345783,11.640676
1.500000,2.729599,1.442649,10.099502
1.500000,2.927547,1.637511,8.476837
1.500000,3.125756,1.833480,7.996069
1.500000,3.522782,2.227568,8.462849
1.500000,3.920413,2.623447,9.441122
1.500000,4.318481,3.020411,10.343738
1.500000,4.716876,3.418084,11.005768
1.500000,5.215216,3.915841,11.493511
1.500000,5.713845,4.414105,11.716236
1.500000,6.212695,4.912722,11.811561
1.500000,6.711716,5.411594,11.854177
1.500000,7.210873,5.910657,11.874451
1.500000,7.710139,6.409866,11.884546
1.500000,9.707958,8.407642,11.894534
1.600000,2.631692,1.265594,6.684227
1.600000,2.681030,1.313500,5.522259
1.600000,2.779777,1.409749,3.764793
1.600000,2.977521,1.603625,1.847378
1.600000,3.175549,1.798842,1.193859
1.600000,3.572263,2.191865,1.504917
1.600000,3.969636,2.587027,2.445321
1.600000,4.367490,2.983480,3.354019
1.600000,4.765702,3.380768,4.035534
1.600000,5.263849,3.878162,4.547011
1.600000,5.762317,4.376150,4.783593
1.600000,6.261029,4.874550,4.884829
1.600000,6.759932,5.373247,4.929831
1.600000,7.258985,5.872166,4.951109
1.600000,7.758161,6.371255,4.961646
1.600000,9.755707,8.368697,4.971982
1.700000,2.682174,1.234558,2.875463
1.700000,2.731454,1.282066,1.572606
1.700000,2.830089,1.377610,-0.416330
1.700000,3.027629,1.570364,-2.651454
1.700000,3.225472,1.764731,-3.491327
1.700000,3.621868,2.156558,-3.348665
1.700000,4.018979,2.550923,-2.450162
1.700000,4.416611,2.946808,-1.536956
1.700000,4.814635,3.343672,-0.836140
1.700000,5.312583,3.840668,-0.300456
1.700000,5.810883,4.338353,-0.049244
1.700000,6.309453,4.836517,0.058316
1.700000,6.808232,5.335024,0.105871
1.700000,7.307178,5.833786,0.128221
1.700000,7.806259,6.332744,0.139230
1.700000,9.803519,8.329825,0.149940
2.000000,5.160910,3.431856,-7.421165
2.000000,5.757975,4.027215,-6.891162
2.000000,6.355593,4.623774,-6.688242
2.000000,6.953621,5.221121,-6.614037
2.000000,7.452220,5.719335,-6.588024
2.000000,7.950995,6.217836,-6.575402
2.000000,8.449915,6.716559,-6.569090
2.000000,8.948955,7.215459,-6.565882
2.000000,9.947325,8.213661,-6.563392
2.000000,10.945990,9.212253,-6.562728
2.000000,11.944880,10.211120,-6.562548
1.800000,2.880530,1.346286,-2.995810
1.800000,3.077863,1.537769,-5.570526
1.800000,3.324977,1.779759,-6.724465
1.800000,3.473443,1.925935,-6.837800
1.800000,3.622036,2.072658,-6.721472
1.800000,3.770741,2.219819,-6.471156
1.800000,3.969165,2.416577,-6.033332
1.800000,4.167740,2.613827,-5.559674
3.800000,4.587753,1.471153,-1.874339
3.800000,4.782924,1.636097,-3.387920
3.800000,4.978478,1.808130,-4.065596
3.800000,5.174371,1.985411,-4.210671
3.800000,5.468770,2.258460,-3.888704
3.800000,5.763745,2.537602,-3.292790
4.000000,4.788178,1.514981,-2.034363
4.000000,4.885667,1.595444,-2.759037
4.000000,5.080938,1.762382,-3.598135
